name,temp,humidity,clouds,wind_speed,country code,lat,lng
salta,59.978,69.417,33.333,4.182,ar,-24.786,-65.412
stadskanaal,66.708,82.333,75.042,6.522,nl,53.007,6.923
ranfurly,30.942,81.958,9.917,3.107,nz,-45.133,170.1
yining,75.499,57.625,66.375,9.508,cn,43.881,81.246
canon city,67.79,44.625,27.875,6.829,us,38.4,-105.217
jiuquan,81.834,25.667,38.958,6.448,cn,39.738,98.499
jalu,88.737,40.167,0.0,9.777,ly,29.033,21.55
vysokogornyy,66.91,87.042,71.125,3.348,ru,50.117,139.15
grand-lahou,77.846,77.458,39.917,6.625,ci,5.136,-5.024
srednekolymsk,79.304,39.5,9.875,14.161,ru,67.45,153.683
panaba,83.826,70.625,64.958,10.53,mx,21.283,-88.267
monteiro,73.107,66.25,62.958,8.675,br,-7.883,-37.117
vidim,59.947,72.708,69.333,2.734,ru,56.382,103.1
boulder,70.57,41.042,16.208,4.63,us,40.015,-105.27
makung,83.727,79.917,77.75,8.101,tw,23.567,119.567
artyom,80.9,49.583,0.0,6.55,az,40.472,50.333
manokwari,80.821,75.875,58.708,6.33,id,-0.867,134.083
grootfontein,54.425,48.708,0.0,3.927,na,-19.567,18.117
socorro,81.032,37.542,7.333,8.213,us,34.058,-106.891
rjukan,60.784,35.75,32.958,9.668,no,59.867,8.567
turukhansk,49.728,53.75,28.583,10.427,ru,65.817,87.983
lindi,73.726,79.667,36.25,12.026,tz,-10.0,39.717
luau,65.139,29.458,0.333,4.967,ao,-10.707,22.225
la baneza,71.601,56.333,1.0,7.512,es,42.3,-5.898
astipalaia,75.583,69.0,0.0,19.415,gr,36.55,26.35
ragama,82.325,79.625,35.167,9.831,lk,7.031,79.917
muswellbrook,49.477,85.917,75.917,2.797,au,-32.261,150.89
la paz,83.753,46.292,20.083,8.687,mx,24.167,-110.3
angoram,79.941,81.708,54.333,2.948,pg,-4.067,144.067
djibo,82.18,61.875,70.958,5.412,bf,14.102,-1.631
san martin,47.525,57.042,0.0,3.746,ar,-33.081,-68.468
boras,61.652,81.375,68.75,9.015,se,57.717,12.917
curup,72.384,87.958,88.292,4.091,id,-3.467,102.533
atakpame,74.943,79.417,76.958,2.629,tg,7.533,1.133
kodino,72.221,59.917,72.792,3.823,ru,63.72,39.645
muzhi,54.865,57.583,43.375,12.78,ru,65.367,64.667
walla walla,80.631,22.25,1.0,8.585,us,46.065,-118.342
fernandez,73.102,73.5,95.333,6.725,mx,21.95,-100.0
manali,67.086,86.5,88.792,3.083,in,32.267,77.167
zlatoustovsk,64.785,90.917,77.875,2.843,ru,52.964,133.597
marystown,57.238,86.125,94.625,5.432,ca,47.167,-55.167
alamosa,67.238,52.25,5.708,9.123,us,37.469,-105.869
kourou,77.905,92.542,47.208,3.529,gf,5.15,-52.65
yumen,75.067,28.583,24.042,5.004,cn,39.833,97.733
mayumba,73.945,88.708,56.292,7.259,ga,-3.417,10.65
katete,57.015,58.042,32.125,7.397,zm,-14.05,32.083
pundaguitan,83.264,73.75,91.167,8.864,ph,6.361,126.178
chodziez,70.579,66.5,20.792,6.57,pl,52.993,16.914
clinton,66.3,94.208,89.375,14.193,us,41.844,-90.189
elizabeth city,80.147,81.25,35.458,7.185,us,36.294,-76.251
nerchinskiy zavod,63.11,69.5,59.375,2.652,ru,51.309,119.61
ayame,75.688,78.583,39.375,3.743,ci,5.605,-3.157
sibut,74.513,83.542,96.875,2.383,cf,5.733,19.083
nayudupeta,86.047,64.917,74.792,4.602,in,13.9,79.9
ceuta,76.073,87.208,81.25,6.426,es,35.889,-5.319
fort saint james,64.505,50.917,28.5,5.223,ca,54.433,-124.25
kidal,95.185,28.25,50.333,8.074,ml,18.441,1.408
cururupu,77.824,85.458,67.167,4.832,br,-1.833,-44.867
amarante do maranhao,80.788,46.167,40.208,4.1,br,-5.6,-46.75
martapura,81.2,81.083,65.708,6.662,id,-3.417,114.85
heishan,77.715,81.458,67.042,9.534,cn,41.689,122.113
ust-maya,54.092,89.542,81.708,4.553,ru,60.417,134.533
jatara,92.631,49.833,98.625,7.68,in,25.017,79.05
diamantina,57.707,54.75,0.0,2.554,br,-18.25,-43.6
sanchor,90.748,58.417,89.708,10.063,in,24.755,71.772
rexburg,68.32,49.875,1.792,4.738,us,43.826,-111.789
valparaiso,48.38,82.542,13.333,5.648,cl,-33.048,-71.601
maun,60.575,42.833,0.0,4.169,bw,-19.983,23.417
cedar rapids,68.268,78.792,83.958,12.467,us,42.008,-91.644
dunmore east,58.788,95.125,88.0,7.354,ie,52.151,-6.986
changping,80.245,83.167,36.125,6.337,cn,40.219,116.22
kragujevac,76.567,62.833,11.583,4.004,rs,44.017,20.917
ingham,65.956,67.917,46.875,4.286,au,-18.646,146.162
jhikargachha,85.331,76.792,88.708,7.587,bd,23.117,89.117
vadso,52.444,71.5,27.5,11.703,no,70.073,29.77
powell river,68.571,60.875,20.792,7.898,ca,49.883,-124.55
taber,71.293,51.125,19.042,13.329,ca,49.783,-112.15
jever,66.505,80.875,49.583,7.333,de,53.583,7.9
collie,53.018,70.125,61.125,9.188,au,-33.362,116.156
novaya igirma,63.367,66.667,76.542,3.065,ru,57.133,103.911
sargatskoye,73.232,54.042,67.792,5.518,ru,55.61,73.497
dossor,87.438,32.417,26.458,10.161,kz,47.527,52.981
bogandinskiy,61.175,78.125,58.542,11.556,ru,56.894,65.894
mnogovershinnyy,62.487,90.458,94.833,2.994,ru,53.935,139.924
sinkat,87.533,39.458,55.083,12.867,sd,18.837,36.833
powell,76.982,19.25,1.0,9.735,us,44.754,-108.757
kytlym,56.172,59.0,7.917,4.72,ru,59.5,59.202
barawe,78.191,79.042,38.833,18.58,so,1.1,44.05
stolin,75.826,59.25,17.667,4.211,by,51.883,26.85
hagere hiywet,59.177,85.5,85.25,3.143,et,8.983,37.85
gollere,87.756,45.958,87.5,11.267,sn,16.25,-14.1
alberton,64.987,78.208,31.458,7.194,ca,46.8,-64.067
paramirim,75.22,45.583,63.125,5.355,br,-13.433,-42.25
mortka,55.345,60.25,53.167,7.218,ru,59.332,66.021
valjala,70.415,75.917,58.958,8.545,ee,58.406,22.801
sao marcos,58.675,60.75,4.625,4.286,br,-28.967,-51.067
colorado springs,67.717,46.542,28.125,6.993,us,38.834,-104.821
vicksburg,78.624,98.792,33.375,7.718,us,32.352,-90.878
grants,77.3,37.417,2.625,11.988,us,35.147,-107.851
oranjemund,54.382,68.667,9.042,5.799,na,-28.55,16.433
illoqqortoormiut,46.533,63.833,97.583,3.323,gl,70.483,-21.967
bam,99.4,8.375,18.042,9.228,ir,29.106,58.357
hanmer springs,36.396,65.083,47.625,2.921,nz,-42.517,172.817
jertih,81.155,83.0,25.0,3.426,my,5.734,102.49
maicao,82.143,69.917,99.875,15.619,co,11.383,-72.243
kampot,80.3,82.292,40.208,6.752,kh,10.617,104.183
guider,81.429,70.083,44.083,5.722,cm,9.934,13.949
adrar,101.75,7.0,22.333,12.662,dz,27.9,-0.283
skjervoy,54.21,80.917,21.833,8.047,no,70.033,20.983
santa maria da vitoria,74.803,40.125,21.458,3.255,br,-13.4,-44.2
ruatoria,48.068,73.833,99.75,8.667,nz,-37.883,178.333
durango,77.883,28.792,1.0,7.655,us,37.275,-107.879
dir,80.132,64.708,27.417,4.576,pk,35.206,71.876
teya,63.921,70.417,87.083,5.511,ru,60.378,92.627
mwene-ditu,70.652,24.917,1.625,6.186,cd,-7.0,23.45
sakaraha,69.688,41.083,0.25,4.179,mg,-22.9,44.533
ranau,82.684,83.042,26.667,4.12,my,5.954,116.664
kitob,81.725,34.042,32.708,7.783,uz,39.118,66.876
bafoulabe,81.386,71.375,98.333,6.826,ml,13.8,-10.833
loutrakion,82.932,33.458,7.5,9.288,gr,37.983,22.967
mosquera,78.144,79.417,61.208,7.56,co,2.509,-78.451
atuona,77.851,78.792,34.75,21.36,pf,-9.8,-139.033
gizo,82.457,75.542,97.75,7.808,sb,-8.1,156.85
dinsor,78.236,61.667,78.792,18.145,so,2.4,42.983
ibiapina,72.207,59.0,63.542,5.951,br,-3.917,-40.9
faanui,80.062,73.708,24.458,20.815,pf,-16.483,-151.75
taveta,70.625,63.708,75.0,6.802,ke,-3.4,37.683
gorontalo,77.55,92.667,92.458,2.34,id,0.541,123.059
tynda,61.157,65.292,76.042,2.854,ru,55.167,124.717
geraldton,59.9,73.125,44.167,13.284,au,-28.779,114.615
tra vinh,82.145,76.417,72.083,2.51,vn,9.935,106.345
fairlie,38.166,62.708,1.125,4.868,nz,-44.1,170.833
columbus,78.861,88.958,43.167,9.782,us,33.496,-88.427
lanivtsi,73.202,63.167,14.0,4.754,ua,49.863,26.091
lydenburg,49.747,40.25,0.0,2.045,za,-25.098,30.46
pevek,45.132,74.5,55.042,9.4,ru,69.701,170.313
talavera de la reina,89.368,18.583,50.208,10.655,es,39.963,-4.831
devils lake,77.41,54.833,17.542,7.672,us,48.113,-98.865
aranos,60.315,24.125,0.0,13.622,na,-24.133,19.117
lao cai,81.796,81.75,83.292,2.246,vn,22.483,103.95
fairview,66.755,56.042,66.667,13.712,ca,56.067,-118.4
hvammstangi,56.207,76.583,66.25,3.146,is,65.4,-20.95
rosario,47.385,66.125,3.125,5.098,ar,-32.947,-60.639
crixas,75.546,30.75,37.708,5.437,br,-14.45,-49.967
busayra,76.792,43.375,0.0,6.118,jo,30.738,35.608
lichtenburg,55.045,31.833,0.083,6.842,za,-26.152,26.16
san lawrenz,80.589,64.625,4.167,8.199,mt,36.056,14.204
ridgecrest,100.824,13.333,26.208,7.58,us,35.623,-117.67
phuntsholing,80.784,83.833,98.542,2.289,bt,26.85,89.383
lusambo,77.338,25.5,24.375,3.636,cd,-4.967,23.45
lokosovo,54.601,56.333,45.25,7.069,ru,61.133,74.817
achisay,71.522,33.25,8.417,9.075,kz,43.554,68.889
kaunas,72.091,69.75,32.208,3.452,lt,54.9,23.9
deputatskiy,50.235,78.625,99.958,5.456,ru,69.3,139.9
tsybuliv,74.443,61.333,51.125,6.311,ua,49.079,29.847
campoverde,77.428,81.583,45.083,2.829,pe,-8.475,-74.806
kondinskoye,55.347,62.792,65.625,8.475,ru,59.648,67.41
brazzaville,76.83,79.0,4.208,4.824,cg,-4.259,15.285
tabialan,83.604,70.917,75.0,5.172,ph,6.028,121.894
brandon,72.5,72.083,5.75,7.529,ca,49.833,-99.95
ilhabela,64.042,71.583,0.042,2.99,br,-23.783,-45.35
teeli,64.556,73.333,81.375,4.665,ru,51.033,90.233
chitral,85.078,45.917,0.708,5.036,pk,35.846,71.786
roros,58.475,88.583,74.042,4.839,no,62.583,11.4
bukachacha,66.717,58.917,68.5,3.25,ru,52.983,116.917
sembe,76.157,79.75,47.708,2.619,cg,1.648,14.581
vilhena,73.795,43.625,38.167,6.0,br,-12.717,-60.117
marigot,82.874,79.208,31.25,15.105,gp,18.067,-63.083
nikki,77.548,74.333,84.625,4.198,bj,9.934,3.204
rahon,93.796,53.875,60.333,12.098,in,31.05,76.117
raduzhnyy,60.8,56.625,0.583,6.822,ru,59.483,49.65
elko,84.842,18.708,17.458,5.533,us,40.833,-115.762
sofiysk,63.304,89.208,71.875,3.027,ru,52.254,133.987
aklavik,63.334,64.667,53.667,6.519,ca,68.217,-135.0
findochty,60.227,94.5,68.542,4.577,gb,57.683,-2.9
chany,69.596,62.333,47.417,3.158,ru,55.312,76.765
narsaq,36.227,68.375,49.333,2.133,gl,77.302,-68.843
richard toll,80.432,60.167,97.75,11.145,sn,16.467,-15.683
sucre,69.867,72.083,55.333,2.484,co,2.038,-76.924
cambrai,62.596,76.0,50.625,4.437,fr,50.177,3.234
vardo,48.463,73.667,28.042,11.415,no,70.367,31.1
taitung,84.259,71.833,74.25,4.104,tw,22.75,121.15
jiayuguan,80.802,25.458,33.375,6.617,cn,39.817,98.3
vikyrovice,66.096,81.25,52.708,3.283,cz,49.983,17.017
florida,47.309,58.458,2.917,4.769,uy,-34.096,-56.214
zhigansk,52.314,73.167,90.625,14.585,ru,66.77,123.371
stilling,63.838,70.625,75.958,4.938,dk,56.062,9.988
vanino,67.808,84.958,60.375,3.335,ru,49.087,140.254
sebina,58.33,36.167,0.0,7.62,bw,-20.867,27.25
chunian,100.649,35.208,47.375,9.188,pk,30.964,73.98
zhengjiatun,79.866,72.875,29.792,9.701,cn,43.506,123.506
turmalina,64.462,59.25,0.083,2.359,br,-17.283,-42.75
vaitupu,82.095,77.667,61.875,18.337,wf,-13.233,-176.15
liberal,74.119,58.583,13.75,11.03,us,37.043,-100.921
polson,73.61,41.333,6.958,6.736,us,47.694,-114.162
gallup,79.266,25.375,1.0,9.483,us,35.528,-108.742
aleksandrovsk-sakhalinskiy,65.843,87.375,78.875,13.59,ru,50.898,142.156
dalby,50.137,85.125,20.542,5.402,au,-27.182,151.262
toliary,72.645,56.042,0.0,10.522,mg,-23.35,43.667
perevolotskiy,70.241,59.625,20.667,11.67,ru,51.876,54.194
orocue,76.382,86.625,81.167,5.427,co,4.791,-71.335
petrovskoye,71.123,59.917,0.125,6.933,ru,57.01,39.269
dunda,64.773,48.875,2.167,5.508,tz,-8.117,34.25
virginia beach,80.045,72.625,47.792,7.643,us,36.853,-75.978
litovko,74.611,79.917,85.667,7.134,ru,49.236,135.174
xapuri,79.01,67.042,43.5,2.292,br,-10.65,-68.517
crib point,52.16,83.0,92.75,9.897,au,-38.35,145.2
gofitskoye,79.548,38.125,0.0,6.754,ru,45.079,43.046
bafra,76.543,74.958,53.125,7.672,tr,41.568,35.907
palaiokhora,81.917,59.667,0.0,9.996,gr,35.233,23.683
sumbe,71.795,81.875,12.458,6.622,ao,-11.206,13.844
dekar,58.712,27.333,0.0,7.18,bw,-21.533,21.933
yurga,67.179,68.917,27.667,2.725,ru,55.723,84.886
sembakung,80.157,89.0,51.583,3.49,id,3.817,117.25
ginir,62.791,63.292,68.458,12.251,et,7.133,40.7
uniontown,71.253,71.667,47.75,6.476,us,39.9,-79.717
kilmez,62.074,57.667,1.542,8.462,ru,56.944,51.065
umba,58.586,72.708,87.167,8.537,ru,66.687,34.343
srivardhan,79.877,90.458,99.917,12.444,in,18.033,73.017
bolshaya murta,65.651,67.542,71.333,1.892,ru,56.906,93.15
luganville,78.865,84.25,82.75,6.933,vu,-15.533,167.167
guozhen,83.927,56.125,35.625,3.685,cn,34.366,107.359
kigoma,70.938,61.292,15.917,8.483,tz,-4.877,29.627
hoyanger,60.334,83.167,77.292,7.818,no,61.217,6.083
kuching,79.762,87.458,29.167,4.561,my,1.55,110.333
nizhniy odes,56.686,59.542,24.917,6.387,ru,63.645,54.856
nova serrana,63.453,47.083,0.0,2.705,br,-19.867,-44.983
tyukalinsk,69.775,66.042,70.792,7.668,ru,55.873,72.197
nevsehir,75.184,42.333,15.833,6.283,tr,38.625,34.712
villa bruzual,76.124,86.375,91.792,2.435,ve,9.333,-69.121
manalurpet,81.921,65.125,99.792,7.755,in,12.017,79.1
selkirk,80.081,46.667,9.042,4.802,ca,50.15,-96.883
salme,70.217,75.917,58.542,8.551,ee,58.161,22.262
humaita,80.9,49.958,85.292,3.299,br,-7.516,-63.022
kotma,85.077,62.292,94.5,7.473,in,23.2,81.967
karauzyak,84.575,25.708,0.0,6.116,uz,43.028,60.013
kilimatinde,68.315,51.417,22.292,4.355,tz,-5.85,34.95
abu kamal,96.534,20.917,0.0,9.094,sy,34.45,40.919
jaciara,75.545,34.167,73.375,2.097,br,-15.983,-54.95
kupino,70.187,55.792,11.042,5.106,ru,54.366,77.298
aconibe,69.799,90.958,74.208,2.278,gq,1.3,10.933
akkermanovka,67.625,77.292,68.958,8.014,ru,51.194,58.212
nanaimo,67.129,61.708,7.583,8.088,ca,49.15,-123.917
ponte de sor,75.376,48.292,31.875,3.492,pt,39.25,-8.01
mergui,78.6,87.75,100.0,6.56,mm,12.433,98.6
mrirt,89.846,12.708,41.25,10.564,ma,33.17,-5.567
kedrovyy,65.48,73.5,89.542,4.997,ru,57.52,79.516
marathon,83.644,73.083,26.542,9.688,us,24.713,-81.091
mahon,77.975,70.792,0.833,8.44,es,39.883,4.25
farrukhnagar,75.499,92.333,80.0,6.09,in,17.078,78.201
mackenzie,61.1,65.167,16.708,5.264,ca,55.33,-123.09
provideniya,53.412,74.958,56.083,5.656,ru,64.383,-173.3
guerrero negro,71.569,71.875,50.0,14.278,mx,27.977,-114.061
putyatino,74.451,59.708,0.25,6.927,ru,54.16,41.117
mooi river,52.676,34.208,0.0,3.569,za,-29.208,29.995
canutama,82.092,50.083,88.25,3.543,br,-6.533,-64.333
noumea,68.532,86.042,69.167,4.42,nc,-22.267,166.45
davidson,77.577,47.625,0.125,8.634,ca,51.267,-105.967
rundu,60.694,30.5,0.0,5.679,na,-17.933,19.767
fourmies,61.8,85.708,72.458,3.062,fr,50.015,4.048
bagdarin,61.065,74.958,88.125,2.626,ru,54.433,113.6
nueva loja,71.352,94.542,77.167,2.039,ec,0.085,-76.883
tawang,57.978,92.667,95.625,1.676,in,27.583,91.867
zalantun,75.094,71.833,52.375,4.952,cn,48.0,122.717
tabas,101.275,11.875,0.0,4.419,ir,33.596,56.924
khatra,85.055,73.0,82.792,8.126,in,22.983,86.85
fernie,67.57,51.167,3.042,6.568,ca,49.5,-115.067
tucuman,59.9,48.583,89.667,4.141,ar,-26.824,-65.223
sindand,92.646,15.583,0.0,11.642,af,33.303,62.147
carnarvon,52.638,35.958,3.417,13.566,za,-30.968,22.133
carnarvon,52.638,35.958,3.417,13.566,au,-24.881,113.659
carnarvon,66.575,62.25,37.125,11.557,za,-30.968,22.133
carnarvon,66.575,62.25,37.125,11.557,au,-24.881,113.659
little current,65.18,75.0,48.625,3.977,ca,45.967,-81.933
pangody,53.514,51.792,43.792,9.772,ru,65.917,74.833
port-de-paix,82.01,72.792,74.042,17.365,ht,19.95,-72.833
almaty,76.4,42.042,75.208,6.442,kz,43.25,76.95
bayangol,63.651,82.458,98.208,3.095,ru,50.698,103.466
nyrad,65.64,76.208,61.417,3.112,dk,55.005,11.961
san jose,82.543,77.917,55.708,5.955,ph,10.989,125.035
cape town,53.988,76.5,27.5,9.685,za,-33.926,18.423
temaraia,82.297,74.375,78.75,11.821,ki,-0.667,174.45
karakose,70.81,46.833,30.583,7.878,tr,39.719,43.051
joao pinheiro,64.52,36.958,0.0,4.14,br,-17.75,-46.167
nguru,87.975,49.125,48.833,8.659,ng,12.879,10.453
avarua,77.225,80.875,63.333,9.638,ck,-21.208,-159.775
tete,74.317,55.167,11.667,6.852,mz,-16.156,33.587
ambikapur,81.753,72.417,95.417,6.28,in,23.117,83.2
voghera,76.305,65.75,9.167,4.985,it,44.983,9.017
maksatikha,74.169,56.292,5.375,5.325,ru,57.797,35.883
macklin,71.461,49.792,46.167,9.173,ca,52.333,-109.95
poum,71.43,68.833,82.042,18.513,nc,-20.233,164.017
gorele,78.05,75.833,62.917,4.654,tr,41.031,39.003
pingxiang,87.01,60.417,90.917,5.618,cn,27.617,113.85
puerto castilla,82.21,85.25,66.875,13.123,hn,16.017,-85.967
itapora,70.041,41.667,0.0,5.965,br,-22.017,-54.9
hong gai,86.3,78.875,30.75,4.887,vn,20.951,107.08
senanga,63.2,33.833,0.0,6.742,zm,-16.117,23.267
ust-barguzin,57.636,69.292,74.5,4.763,ru,53.45,108.983
veshkayma,66.851,64.833,17.75,9.347,ru,54.047,47.13
miami,70.811,88.083,53.25,7.414,us,36.874,-94.877
magadi,77.784,46.5,82.417,4.6,ke,-1.9,36.283
ariquemes,78.308,41.167,27.708,3.05,br,-9.933,-63.067
belaya glina,82.171,38.375,7.75,7.836,ru,46.078,40.867
shevchenkove,76.989,68.25,19.917,9.187,ua,46.863,32.204
barra do bugres,76.05,31.917,82.25,3.087,br,-15.083,-57.183
mogok,72.874,79.75,70.792,2.168,mm,22.917,96.5
grenada,78.805,85.875,50.5,7.167,us,33.769,-89.808
la plata,78.413,76.875,33.083,5.974,us,38.529,-76.976
huejuquilla el alto,64.797,77.083,99.417,2.496,mx,22.6,-103.867
rawah,97.78,18.583,0.0,10.179,iq,34.469,41.917
kurilsk,57.129,87.208,42.625,6.924,ru,45.233,147.883
devrek,73.315,76.083,11.208,4.74,tr,41.219,31.956
shintomi,83.545,69.125,80.833,10.255,jp,32.063,131.487
lewiston,77.47,22.583,41.833,4.734,us,46.417,-117.017
ojinaga,84.587,51.167,27.125,10.648,mx,29.567,-104.417
shkotovo-22,71.525,88.792,79.375,5.032,ru,42.88,132.338
veliki preslav,72.798,67.833,25.333,4.416,bg,43.167,26.817
akdepe,83.687,34.25,0.0,7.793,tm,42.05,59.4
gamba,74.805,84.5,67.875,7.219,ga,-2.65,10.0
braganca,69.858,63.875,68.042,2.808,pt,41.806,-6.757
mirnyy,62.942,57.667,95.458,4.74,ru,62.535,113.961
salalah,82.1,81.667,81.042,8.632,om,17.017,54.083
barentsburg,43.025,74.667,57.5,15.439,sj,78.067,14.233
sriperumbudur,85.4,69.542,75.0,7.427,in,12.969,79.949
shihezi,81.035,47.958,79.708,7.898,cn,44.3,86.033
san ramon,78.31,40.583,66.625,2.976,bo,-14.483,-63.15
san ramon,78.31,40.583,66.625,2.976,bo,-13.283,-64.717
san ramon,82.212,48.625,53.083,4.072,bo,-14.483,-63.15
san ramon,82.212,48.625,53.083,4.072,bo,-13.283,-64.717
kushiro,61.593,96.5,86.25,5.537,jp,42.975,144.375
alekseyevka,71.173,45.708,70.167,5.977,kz,51.998,70.934
sesheke,62.058,36.667,0.0,5.222,zm,-17.467,24.3
ponta do sol,71.62,66.375,20.0,14.049,pt,32.667,-17.1
bengkulu,79.295,81.5,85.625,4.74,id,-3.8,102.267
gazojak,86.579,21.0,0.0,8.091,tm,41.183,61.4
ust-kut,58.682,85.0,88.417,1.967,ru,56.794,105.767
blagoveshchenka,70.173,60.458,86.25,6.988,ru,52.833,79.867
murray bridge,53.907,69.792,23.042,4.278,au,-35.12,139.273
ocho rios,81.244,68.792,20.0,16.782,jm,18.417,-77.117
winston,78.047,85.542,42.167,6.83,us,28.031,-82.015
saint-michel-des-saints,64.535,62.75,77.375,3.65,ca,46.667,-73.917
aden,86.915,70.792,51.292,9.655,ye,12.779,45.037
castlemaine,46.122,87.042,93.542,3.701,au,-37.067,144.217
hays,70.851,66.417,38.167,13.81,us,38.879,-99.326
paytug,80.528,47.625,59.208,5.927,uz,40.894,72.244
oksfjord,60.45,64.875,29.125,6.572,no,70.239,22.371
albany,52.1,76.667,77.0,9.591,au,-35.003,117.866
koslan,64.202,58.875,43.75,5.694,ru,63.456,48.899
bafq,101.068,8.542,0.042,6.86,ir,31.613,55.411
ostersund,63.049,84.958,58.458,9.446,se,63.183,14.65
palimbang,81.368,80.958,86.833,3.655,ph,6.211,124.189
nikolskoye,55.648,76.0,41.292,4.995,ru,55.194,165.993
loreto,86.712,59.833,57.292,6.768,mx,26.017,-111.35
eten,68.508,75.542,18.25,8.971,pe,-6.908,-79.864
votkinsk,61.958,69.708,32.208,3.716,ru,57.049,53.987
gualaco,69.661,81.667,96.333,2.817,hn,15.05,-86.05
campo maior,84.075,48.875,69.333,4.472,br,-4.817,-42.167
puerto colombia,80.45,88.458,70.625,4.603,co,10.988,-74.955
sabha,95.286,15.542,0.0,9.355,ly,27.033,14.433
mabaruma,77.824,86.625,79.958,3.498,gy,8.2,-59.783
sept-iles,58.833,84.083,64.917,4.111,ca,50.2,-66.383
jingdezhen,85.066,70.75,96.625,4.457,cn,29.295,117.208
stafford,62.297,81.917,56.333,7.397,gb,52.833,-2.0
ossora,61.338,61.208,67.208,3.191,ru,59.235,163.072
worland,75.486,27.292,1.792,5.236,us,44.017,-107.955
pouso alegre,59.304,61.917,0.0,1.34,br,-22.217,-45.933
mehamn,48.02,71.542,34.042,9.827,no,71.033,27.85
murindo,77.975,87.625,88.375,1.852,co,6.985,-76.754
onokhoy,70.7,61.625,50.333,5.591,ru,51.932,108.075
rossland,74.111,45.708,0.083,4.193,ca,49.083,-117.817
dzhusaly,84.295,25.667,1.167,9.887,kz,45.488,64.078
yuza,72.236,94.667,81.0,4.466,jp,39.0,139.917
bandiagara,85.18,62.375,37.417,7.369,ml,14.35,-3.617
rafina,82.288,31.583,2.5,14.768,gr,38.017,24.0
roswell,79.159,68.292,32.542,7.778,us,33.394,-104.522
lesogorsk,70.142,58.833,2.958,7.069,ru,55.098,43.936
korla,88.306,24.875,67.042,13.063,cn,41.76,86.147
lumajang,78.755,77.792,36.292,2.046,id,-8.133,113.225
kralendijk,83.75,73.917,48.417,14.576,an,12.15,-68.267
jatibonico,78.335,81.583,61.375,8.768,cu,21.942,-79.17
hungund,75.322,82.042,99.75,15.966,in,16.067,76.05
santa isabel do rio negro,75.89,92.875,86.875,2.592,br,-0.4,-65.033
nyimba,68.95,46.917,42.75,6.053,zm,-14.55,30.833
buenavista,77.945,86.167,99.333,3.972,co,9.05,-76.003
lamar,74.163,51.0,18.042,6.985,us,38.087,-102.62
sebastian,79.706,82.25,13.792,7.614,us,27.816,-80.471
nedjo,57.842,94.708,91.833,2.48,et,9.5,35.5
klaksvik,52.677,97.75,83.708,8.003,fo,62.233,-6.6
port blair,81.056,84.708,93.833,11.34,in,11.667,92.75
kysyl-syr,63.809,55.333,72.25,6.145,ru,63.899,122.762
jackson,63.818,47.167,1.0,4.004,us,43.48,-110.762
takob,87.95,32.542,28.583,4.999,tj,38.841,68.93
meilu,84.883,73.792,73.292,8.492,cn,21.457,110.766
bur gabo,77.995,75.792,30.458,16.202,so,-1.217,41.85
ovalle,59.205,54.958,100.0,2.968,cl,-30.598,-71.2
umm lajj,87.517,52.833,35.375,9.828,sa,25.021,37.269
fredericton,67.678,74.917,5.792,4.117,ca,45.95,-66.633
berbera,93.742,36.125,15.25,24.65,so,10.436,45.016
tommot,56.171,74.042,49.708,3.705,ru,58.956,126.293
cabanas,80.79,83.333,42.833,7.357,cu,22.976,-82.922
muslyumovo,65.097,63.083,4.542,10.73,ru,55.038,53.159
tarsus,85.983,76.042,26.667,5.777,tr,36.919,34.878
pousat,81.888,77.625,76.042,3.61,kh,12.533,103.917
libano,65.586,74.917,68.5,4.172,co,4.922,-75.062
doba,78.014,77.292,87.458,4.456,td,8.65,16.85
krasnoselkup,51.361,48.875,41.792,9.522,ru,65.7,82.467
brunsbuttel,67.289,74.292,54.375,8.104,de,53.9,9.15
kichera,60.71,73.792,87.375,2.524,ru,55.938,110.1
toba,80.352,81.333,53.958,5.752,jp,34.483,136.85
blackwater,58.311,57.25,0.0,6.64,au,-23.584,148.879
junin,48.757,37.375,22.333,6.408,ar,-34.584,-60.943
blackfoot,73.35,38.75,2.625,6.172,us,43.191,-112.344
proti,81.634,52.667,21.375,5.468,gr,40.95,24.0
cap malheureux,71.831,69.125,48.542,16.736,mu,-19.984,57.614
casper,70.1,41.75,1.0,5.747,us,42.867,-106.312
cap-haitien,81.547,73.792,59.5,13.296,ht,19.758,-72.204
kawambwa,61.916,40.542,0.0,6.335,zm,-9.783,29.083
burnie,51.72,80.833,92.0,6.498,au,-41.056,145.904
russellville,75.858,76.5,61.375,6.517,us,35.278,-93.134
hilo,71.287,80.083,66.333,6.757,us,19.73,-155.09
yarada,83.125,88.958,75.958,6.142,in,17.65,83.267
ust-bolsheretsk,55.442,83.208,80.042,8.914,ru,52.823,156.278
verkh-usugli,63.963,63.792,56.708,4.492,ru,52.683,115.233
maloy,61.039,83.875,81.458,12.901,no,61.938,5.113
batie,78.932,64.875,87.833,3.439,bf,9.883,-2.917
chara,62.86,62.042,75.75,2.809,ru,56.906,118.263
south lake tahoe,79.607,35.25,1.0,6.842,us,38.933,-119.983
wloszczowa,68.908,66.708,60.708,3.493,pl,50.853,19.967
nizamabad,88.565,64.667,97.583,12.917,in,26.051,83.059
fairfield,66.5,100.0,87.5,13.521,us,41.009,-91.963
